codigo,descricao,unidade,grupo_macro,subgrupo
753,"Te Reducao de Cobre 22x1/2""",un,02 - Materiais,02.024 - Tubulação para Gás
757,"Te Reducao Cobre 22x1""",un,02 - Materiais,02.024 - Tubulação para Gás
758,Joelho 45 de Cobre 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
759,"Joelho Reducao 90 de Cobre 22x1/2""",un,02 - Materiais,02.024 - Tubulação para Gás
762,"Joelho Reducao 90 Roscavel Bronze 22x1/2""",un,02 - Materiais,02.024 - Tubulação para Gás
772,Joelho 90 de Cobre 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
777,Joelho 90 de Cobre 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
778,Joelho 90 de Cobre 15mm,un,02 - Materiais,02.024 - Tubulação para Gás
779,"Joelho Reducao 90 de Cobre 22x3/4""",un,02 - Materiais,02.024 - Tubulação para Gás
790,Luva de Cobre 15mm,un,02 - Materiais,02.024 - Tubulação para Gás
791,Luva de Cobre 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
792,Luva de Cobre 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
793,Luva de Cobre 35mm,un,02 - Materiais,02.024 - Tubulação para Gás
794,Luva de Cobre 42mm,un,02 - Materiais,02.024 - Tubulação para Gás
795,Luva de Cobre 54mm,un,02 - Materiais,02.024 - Tubulação para Gás
796,Tampao de Cobre 15mm,un,02 - Materiais,02.024 - Tubulação para Gás
797,Tampao de Cobre 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
798,Te de Cobre 22x15x22mm,un,02 - Materiais,02.024 - Tubulação para Gás
799,Te de Cobre 28x15x28mm,un,02 - Materiais,02.024 - Tubulação para Gás
800,Uniao de Cobre 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
813,"Joelho 90 de Bronze 22x3/4""",un,02 - Materiais,02.024 - Tubulação para Gás
605,Adesivo Para PVC,un,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
892,Cola Para Papel de Parede,kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1008,Aditivo (Bianco),l,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1057,Desformante,l,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1070,Pozolit,kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1072,Alvaiade 1kg,kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1073,Alvenarite,l,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1403,Desmoldante,l,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1407,Acelerador de Pega (Sika 3),l,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1408,Plastificante (Plastiment.bv40),kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1569,Cola Para Formica (Kilopren),un,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
1640,Cola Para Blocos,kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
2011,Cola PVA,kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
2020,Cola Para Revestimentos Ceramicos,kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
2069,Cola Paviflex (Quimical lab67800),kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
2070,Cola Para Taco (Cascofix 25kg),kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
2072,Cola Para Taco (Cascorez 25kg),kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
2075,Cola Quimical,kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
2085,Cola Para Formica,kg,02 - Materiais,"02.021 - Aditivos, Colas e Similares"
616,Portas de Madeira,un,02 - Materiais,02.008 - Esquadrias de Madeira
801,Portao Madeira 2.5x1m com Acessorios,un,02 - Materiais,02.008 - Esquadrias de Madeira
850,Marco de Madeira Para Porta,m,02 - Materiais,02.008 - Esquadrias de Madeira
851,Vistas de Madeira Para Janela,m,02 - Materiais,02.008 - Esquadrias de Madeira
853,Marco de Madeira Para Janela,m,02 - Materiais,02.008 - Esquadrias de Madeira
854,Folha Porta Balcao com Veneziana,m2,02 - Materiais,02.008 - Esquadrias de Madeira
857,Folha Porta Cerejeira,un,02 - Materiais,02.008 - Esquadrias de Madeira
858,Folha Porta Interna Correr,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1292,Porta Veneziana 80x210cm com Tala Comum,un,02 - Materiais,02.008 - Esquadrias de Madeira
1297,Porta Imbuia Semi-Oca PLI-40,un,02 - Materiais,02.008 - Esquadrias de Madeira
1311,Porta Mogno 80x210cm Semi-Oca PLM-40,un,02 - Materiais,02.008 - Esquadrias de Madeira
1312,Porta Macica,un,02 - Materiais,02.008 - Esquadrias de Madeira
1317,Porta Pinho com Madeira de Lei Semi-Oca PLP-40,un,02 - Materiais,02.008 - Esquadrias de Madeira
1319,Porta de Canela Semi-Oca PLPC-40,un,02 - Materiais,02.008 - Esquadrias de Madeira
1560,Alcapao de Madeira 60x60cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1574,Vistas de Cerejeira,m,02 - Materiais,02.008 - Esquadrias de Madeira
1575,Folha Porta Madeira 60x190cm (Banheiro),un,02 - Materiais,02.008 - Esquadrias de Madeira
1576,Folha Porta de Madeira 70x210cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1577,Folha Porta de Madeira 80x210cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1578,Folha Porta Externa Abrir,un,02 - Materiais,02.008 - Esquadrias de Madeira
1579,Folha Porta Vai-Vem Interna,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1580,Folha Porta Abrir Caixilho Vidro Var.,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1581,Folha Porta Correr Caixilho Vidro,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1582,Batente de Cerejeira,m,02 - Materiais,02.008 - Esquadrias de Madeira
1583,Contrabatente,par,02 - Materiais,02.008 - Esquadrias de Madeira
1703,Folha de Porta Externa Mexicana 80 + Bandeira 30cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1704,Folha Porta Madeira Interna 80x210cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1705,Folha de Porta Madeira Interna 70x210cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1706,Folha de Porta Madeira Interna 60x210cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1707,Folha de Porta Interna Imbuia,un,02 - Materiais,02.008 - Esquadrias de Madeira
1708,Bandeira Porta Interna Imbuia 0.82,un,02 - Materiais,02.008 - Esquadrias de Madeira
1709,Bandeira Porta Interna 0.72,un,02 - Materiais,02.008 - Esquadrias de Madeira
1710,Bandeira Porta Interna Imbuia 0.62,un,02 - Materiais,02.008 - Esquadrias de Madeira
1711,Bandeira Porta Interna Imbuia 0.52,un,02 - Materiais,02.008 - Esquadrias de Madeira
1712,Bandeira Porta Externa Imbuia 0.82,un,02 - Materiais,02.008 - Esquadrias de Madeira
1713,Folha de Porta Externa Imbuia 0.72,un,02 - Materiais,02.008 - Esquadrias de Madeira
1714,Bandeira Porta Externa 0.72,un,02 - Materiais,02.008 - Esquadrias de Madeira
1716,Vistas Madeira Para Porta,m,02 - Materiais,02.008 - Esquadrias de Madeira
1721,Folha Porta Interna Imbuia 1.02,un,02 - Materiais,02.008 - Esquadrias de Madeira
1722,Bandeira Porta Interna Imbuia,un,02 - Materiais,02.008 - Esquadrias de Madeira
1724,Folha Porta Interna 0.82,un,02 - Materiais,02.008 - Esquadrias de Madeira
1725,Folha Porta Interna Tipo Eucatex 0.72,un,02 - Materiais,02.008 - Esquadrias de Madeira
1726,Folha Porta Interna Tipo Eucatex 0.62,un,02 - Materiais,02.008 - Esquadrias de Madeira
1727,Folha Porta Interna Tipo Eucatex 0.52,un,02 - Materiais,02.008 - Esquadrias de Madeira
1728,Bandeira Interna Tipo Eucatex 0.82,un,02 - Materiais,02.008 - Esquadrias de Madeira
1729,Bandeira Interna Tipo Eucatex 0.72,un,02 - Materiais,02.008 - Esquadrias de Madeira
1730,Bandeira Interna Tipo Eucatex 0.62,un,02 - Materiais,02.008 - Esquadrias de Madeira
1731,Bandeira Interna Tipo Eucatex 0.52,un,02 - Materiais,02.008 - Esquadrias de Madeira
1732,Folha Porta Tipo Balcao de Correr,un,02 - Materiais,02.008 - Esquadrias de Madeira
1733,Folha Porta Externa Mexicana 0.80x2.10m,un,02 - Materiais,02.008 - Esquadrias de Madeira
1735,Folha Porta Tipo Duratex 0.82,un,02 - Materiais,02.008 - Esquadrias de Madeira
1736,Bandeira Duratex 0.82,un,02 - Materiais,02.008 - Esquadrias de Madeira
1737,Folha Porta Tipo Duratex 0.72,un,02 - Materiais,02.008 - Esquadrias de Madeira
1738,Bandeira Duratex 0.72,un,02 - Materiais,02.008 - Esquadrias de Madeira
1740,Folha Porta 0.72 com Veneziana,un,02 - Materiais,02.008 - Esquadrias de Madeira
1744,Folha Porta Madeira 92x210cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1745,Folha Porta Interna 1.02,un,02 - Materiais,02.008 - Esquadrias de Madeira
1746,Folha Porta Interna 0.62 com Visor 30x40cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1747,Folha Porta Interna 0.72 com Visor 30x40cm,un,02 - Materiais,02.008 - Esquadrias de Madeira
1748,Batente Madeira,m,02 - Materiais,02.008 - Esquadrias de Madeira
1749,Folha Porta Interna Correr Veneziana,un,02 - Materiais,02.008 - Esquadrias de Madeira
1755,Veneziana Madeira Fixa Para Ventilacao,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1758,Janela Madeira Guilhotina,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1759,Janela Caixilho Fixo,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1760,Janela Basculante Madeira,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1762,Janela Madeira Correr com Veneziana J1,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1764,Folha Porta Madeira 60x210cm,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1765,Folha Porta Externa Madeira sem Veneziana,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1831,Janela Madeira Guilhotina com Veneziana J2,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1840,Batentes de Peroba,m,02 - Materiais,02.008 - Esquadrias de Madeira
1841,Caixilho de Mogno,m2,02 - Materiais,02.008 - Esquadrias de Madeira
1847,Janela Madeira Maxim-ar J3,m2,02 - Materiais,02.008 - Esquadrias de Madeira
629,Bloco Concreto Vedacao 14cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
656,Canaleta Bloco de Concreto 14cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
657,Canaleta Bloco de Concreto 20cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
681,Canaleta Bloco Selecta 9cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
685,Bloco Selecta 14cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1278,Bloco Concreto Aparente 19x19x39cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1280,"Bloco Concreto Aparente 6,5x19x39cm",un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1281,Bloco Concreto Aparente 9x19x39cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1282,Bloco Concreto Aparente 14x19x39cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1286,"Bloco Silico Calcareo 14x11,3x24cm",un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1291,"Bloco Silico Calcareo 17,5x11,3x24cm",un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1294,"Bloco Concreto 11,5x19x39cm",un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1295,Bloco Silico Calcareo Autoportante 24cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1566,"Bloco Autoclavado 0,20",m2,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1567,"Bloco Autoclavado 0,10",m2,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1568,"Bloco Autoclavado 0,075",m2,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1610,Bloco Concreto Vedacao 10cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1611,Bloco Concreto Vedacao 15cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1612,Bloco Concreto Vedacao 20cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1613,Bloco Concreto Estrutural 15cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1614,Bloco Concreto Estrutural 20cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1615,Canaleta Concreto Estrutural 15cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1617,Bloco Concreto Vedacao 12cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1618,Bloco Concreto Vedacao 7cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1625,Canaleta Bloco Concreto Vedacao 15cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1626,Canaleta Bloco Concreto 10cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1627,Canaleta Bloco Concreto Vedacao,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1632,"Bloco Silico Calcareo 11,5cm",un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1633,Bloco Silico Calcareo 14cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1636,Verobloco 15cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1637,Verobloco 10cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1650,Bloco Selecta 9cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1653,Canaleta Bloco Selecta 14cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
1662,Canaleta Bloco Concreto 12cm,un,02 - Materiais,02.038 - Elementos de Vedação (Concreto)
660,Tijolo Furado 10x20x24cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
661,Tijolo Ceramico Furado 5x10x20,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
662,Tijolo 5x11x23,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
663,Tijolo Ceramico Furado 10x15x28,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
664,Tijolo Macico 5x10x20,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
665,Tijolo Comum 21cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
677,Tijolo Comum Para Parede a Vista 20cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
678,Tijolo Ceramico Furado Pozolanico 12cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
679,Tijolo Ceramico Furado Pozolanico 18cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
680,Tijolo Comum Pozolanico 15cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1571,Tijolo Ceramico Furado 15x20x40,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1601,Tijolo Comum,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1602,Tijolo Ceramico Furado 10x20x20,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1603,Tijolo Laminado,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1604,"Bloco Ceramico 11,5cm",un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1605,Bloco Ceramico 14cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1606,Tijolo Comum a Vista,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1609,Tijolo Macico 23x11x5,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1619,Tijolo Ceramico Furado Stela,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1620,Tijolo Refratario 5.5x11x23,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1621,Elemento Vazado,m2,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1641,Tijolo Ceramico Furado 12x15x28cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1642,Tijolo Ceramico Furado 10x10x20(20 cm),un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1648,Tijolo Furado 10x20x30,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1651,Bloco Ceramico 15x20x40cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1652,Canaleta Bloco Ceramico 10x20x40cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1661,Tijolo Comum Para Parede a Vista 10cm,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
1667,Tijolo Ceramico Furado Aparente 10x10x28,un,02 - Materiais,02.034 - Elementos de Vedação (Cerâmica)
763,Gabinete de Formica Colocado,m2,02 - Materiais,02.046 - Carpintaria e Marcenaria
922,Cadeira,un,02 - Materiais,02.046 - Carpintaria e Marcenaria
1283,Guiches,un,02 - Materiais,02.046 - Carpintaria e Marcenaria
1551,Balcao do Cliente,un,02 - Materiais,02.046 - Carpintaria e Marcenaria
1552,Mesa do Coordenador,un,02 - Materiais,02.046 - Carpintaria e Marcenaria
1553,Bancada Posterior,un,02 - Materiais,02.046 - Carpintaria e Marcenaria
1572,Gabinete de Pia Colocado,m2,02 - Materiais,02.046 - Carpintaria e Marcenaria
1963,Gabinete,un,02 - Materiais,02.046 - Carpintaria e Marcenaria
827,Tabua Cedrinho,m3,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
934,Ripa de Peroba de 5x1cm,m,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
985,Escora de Eucalipto,m,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
989,Prancha de Peroba 6x25cm,m,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1103,Sistema Gethal - Grampo Normal,un,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1107,"Sistema Gethal - Cabeca ""U""",un,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1109,Chapa Galvanizada Lisa,m2,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1285,"Sarrafo Pinho 1x4""",m,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1301,Compensado 6mm Resinado,m2,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1302,Compensado 12mm Resinado,m2,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1305,Pontalete de Bracatinga 3m,m,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1332,Mata-Junta 1/5,m,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1334,Pranchas Madeira 4x15 (0.006 m3),m,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1352,Placa Compensado 14mm (0.30m2),un,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1353,Placa Compensado 14mm (0.61m2),un,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1676,Forma Fibra Vidro Inclui Acessorios (Compra),m2,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1677,Forma Fibra Vidro Inclui Acessorios (Locacao),m2,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
1678,Forma Fibra Vidro Inclui Acessorios Laj- (Compra),m2,02 - Materiais,02.043 - Madeira para Formas (Estrutura)
859,Folha Porta Vidro Temperado 10mm Colocada,m2,02 - Materiais,02.018 - Vidros
1460,Vidro Fume 4mm Colocado,m2,02 - Materiais,02.018 - Vidros
1528,Vidro Canelado Colocado,m2,02 - Materiais,02.018 - Vidros
1593,Vidro Bronze 6mm Jateado Colocado,m2,02 - Materiais,02.018 - Vidros
1594,Vidro Acrilico Leitoso 4mm Colorido Colocado,m2,02 - Materiais,02.018 - Vidros
1595,Vidro Plumbifero Colocado,m2,02 - Materiais,02.018 - Vidros
1596,Vidro Emalit 10mm Colocado,m2,02 - Materiais,02.018 - Vidros
1597,Vidro Emalit 8mm Colocado,m2,02 - Materiais,02.018 - Vidros
1598,Vidro Emalit 6mm Colocado,m2,02 - Materiais,02.018 - Vidros
1599,Vidro Temperado Cinza 10mm Colocado,m2,02 - Materiais,02.018 - Vidros
1600,Vidro Temperado Cinza 8mm  Colocado,m2,02 - Materiais,02.018 - Vidros
1607,Vidro Temperado Cinza 6mm Colocado,m2,02 - Materiais,02.018 - Vidros
1608,Vidro Temperado Bronze 10mm Colocado,m2,02 - Materiais,02.018 - Vidros
1616,Vidro Temperado Bronze 8mm Colocado,m2,02 - Materiais,02.018 - Vidros
1622,Vidro Temperado Bronze 6mm Colocado,m2,02 - Materiais,02.018 - Vidros
1624,Vidro Temperado Incolor 10mm Colocado,m2,02 - Materiais,02.018 - Vidros
1628,Vidro Temperado Incolor 8mm Colocado,m2,02 - Materiais,02.018 - Vidros
1629,Vidro Temperado Incolor 7mm Colocado,m2,02 - Materiais,02.018 - Vidros
1630,Vidro Temperado Incolor 6mm Colocado,m2,02 - Materiais,02.018 - Vidros
1631,Vidro Color Glass Bronze 6mm Colocado,m2,02 - Materiais,02.018 - Vidros
1634,Vidro Color Glass Bronze 5mm Colocado,m2,02 - Materiais,02.018 - Vidros
1635,Vidro Color Glass Bronze 4mm Colocado,m2,02 - Materiais,02.018 - Vidros
1638,Vidro Color Glass Cinza 6mm Colocado,m2,02 - Materiais,02.018 - Vidros
1639,Vidro Color Glass Cinza 5mm Colocado,m2,02 - Materiais,02.018 - Vidros
1643,Vidro Color Glass Cinza 4mm Colocado,m2,02 - Materiais,02.018 - Vidros
1644,Vidro Martelado Colocado,m2,02 - Materiais,02.018 - Vidros
1645,Vidro Liso 6.0mm Colocado,m2,02 - Materiais,02.018 - Vidros
1646,Vidro Liso 5mm Colocado,m2,02 - Materiais,02.018 - Vidros
1647,Vidro Liso 4mm Colocado,m2,02 - Materiais,02.018 - Vidros
1649,Vidro Aramado 8mm Colocado,m2,02 - Materiais,02.018 - Vidros
1654,Vidro Fantasia 4mm Colocado,m2,02 - Materiais,02.018 - Vidros
1655,Vidro Liso 3.0mm Colocado,m2,02 - Materiais,02.018 - Vidros
917,"Distanciador de Armadura na Forma (5, 7, 20 mm)",mlh,02 - Materiais,02.003 - Armadura
1201,Aco CA-50,kg,02 - Materiais,02.003 - Armadura
1202,Aco CA-60,kg,02 - Materiais,02.003 - Armadura
1206,Aco CA-50/60,kg,02 - Materiais,02.003 - Armadura
1214,"Aco CA-50 Diametro 10,0mm",kg,02 - Materiais,02.003 - Armadura
1216,"Aco CA-50 Diametro 6,30mm",kg,02 - Materiais,02.003 - Armadura
1217,"Aco CA-60 Diametro 4,20mm",kg,02 - Materiais,02.003 - Armadura
1218,Tela Telcon,m2,02 - Materiais,02.003 - Armadura
1347,"Aco CA-50 Diametro 8,00mm",kg,02 - Materiais,02.003 - Armadura
1348,"Aco CA-50 Diametro 12,5mm",kg,02 - Materiais,02.003 - Armadura
1444,"Aco CA-50 Diametro 16,0mm",kg,02 - Materiais,02.003 - Armadura
1445,"Aco CA-60 Diametro 5,00mm",kg,02 - Materiais,02.003 - Armadura
1591,Tela Soldada Para Concreto,m2,02 - Materiais,02.003 - Armadura
4684,AÇO,kg,02 - Materiais,02.003 - Armadura
933,"Pontalete Pinho 3a. 3x3""",m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
937,"Pontalete Pinho 3a. 7,5x7,5cm",m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
938,"Ripa de Pinho 3a. 1,2x7cm",m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
996,Tabua de Pinho 3a. 1x12cm,m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1262,Caibro Pinho 3a. 5x7cm,m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1303,Compensado 20mm Plastificado,m2,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1304,"Tabua Pinho 3a Construcao 2,5x30dz",m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1306,"Sarrafo Pinho 2,5x10",m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1314,Tabua Pinus 3a Construcao 2.5x30cm,m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1315,Compensado 12mm Plastificado,m2,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1316,Compensado 17mm Plastificado,m2,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1326,Madeira Pinho 3a Construcao (dz),m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1327,"Sarrafo Pinho 3a Construcao 2,5x5cm",m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1328,"Tirante Madeira 8/16 (0,0128 m3)",m,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1333,"Tabua Madeira 2,5x15 a 30cm",m2,02 - Materiais,02.042 - Madeira para Formas (Fundações)
1001,Cimento Portland,kg,02 - Materiais,02.001 - Aglomerantes
1002,Cal,kg,02 - Materiais,02.001 - Aglomerantes
1006,Cimento Para Rejunte,kg,02 - Materiais,02.001 - Aglomerantes
1013,Pozolana,kg,02 - Materiais,02.001 - Aglomerantes
1028,Cimento Colante (Argamassa),kg,02 - Materiais,02.001 - Aglomerantes
1373,Cimento Portland Pozolanico 320,sc,02 - Materiais,02.001 - Aglomerantes
4672,MEIA Nº37,un,02 - Materiais,02.001 - Aglomerantes
1101,Concreto Usinado FCK=135kgf/cm2,m3,02 - Materiais,02.004 - Concretos
1105,Concreto Magro 150kg cim/m3,m3,02 - Materiais,02.004 - Concretos
1108,Concreto Usinado FCK=150kgf/cm2,m3,02 - Materiais,02.004 - Concretos
1249,Concreto Usinado FCK=180 Kgf/cm2,m3,02 - Materiais,02.004 - Concretos
1255,Concreto Usinado FCK=90 Kgf/cm2,m3,02 - Materiais,02.004 - Concretos
1561,Bloco Para Pavimentacao Intertravada,un,02 - Materiais,02.004 - Concretos
1952,Tanque de Concreto,un,02 - Materiais,02.004 - Concretos
1268,Janela Aluminio Abrir Veneziana,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1269,Caixilho Aluminio Basculante,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1270,Janela Aluminio Correr Veneziana,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1271,Caixilho Aluminio Fixo,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1272,Janela Aluminio Fixa Veneziana,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1273,Caixilho Aluminio Maxim-ar,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1274,Caixilho Aluminio de Correr,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1370,Portao Aluminio Para Carro,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1801,Caixilho Aluminio Vidros,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1802,Caixilho Vidro-Veneziana Aluminio,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1808,Folha Porta Veneziana Aluminio,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1809,Caixilho Aluminio Max-ar Colocado,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1810,Gradil de Aluminio,m,02 - Materiais,02.006 - Esquadrias de Alumínio
1811,Corrimao Escada Aluminio,m,02 - Materiais,02.006 - Esquadrias de Alumínio
1816,Caixilho Aluminio com Porta,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1817,Porta Aluminio Abrir Completa,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1822,Folha Porta Aluminio Correr 2 Folhas Cort. Ferro,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
