codigo,descricao,ref_grupo,grupo,cod_conta,conta_financeira,unidade
8402,Poste,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8403,Relé,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8404,Transformador de distribuição elétrica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8405,Duto PEAD,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8406,Cabo de alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8407,Seccionalizador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8408,Anel de amarração,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8409,Prolongador em PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8410,Pulsador de lâmpada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8411,Alça performada de contra poste,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8412,Cabo sintenax,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8413,Caixa de proteção para transformador corrente,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8414,Chave subterrânea sob carga,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8415,Cinta circular em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8416,Cruzeta de madeira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8417,Conjunto de brali com grampo de suspensão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8418,Espaçador para rede compacta,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8419,Massa para isolamento elétrico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8420,Regulador de tensão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8421,Suporte em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8591,Cartucho Metalico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8592,Luva de emenda para cabo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8593,Manta Recuperação de Cobertura para Cabo Coberto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8594,Pino para isolador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8668,Timer Digital,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8669,Contactor 220V,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8763,Luva PEAD,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8766,Alça pre formada para cabo ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8767,Mao francesa perfilada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8943,Eletroduto PEAD Corrugado Impermeável 680N (Eletrica),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8944,Emenda PEAD,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8979,Fita de polietileno de baixa densidade (PEBD),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
9017,Dispositivo de aterramento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9019,Emenda de derivação para baixa tensão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9023,Mufla termocontrátil,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9027,Marcador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9029,Plugue,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9032,Quadro de distribuição pedestal,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9222,Terminal de descida,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9223,Chumbador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9224,Abraçadeira PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9225,Manta termocontrátil,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9226,Terminal olhal,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9227,Base tubular flangeada para quadro de comando,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9228,Quadro de drivers,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9233,Contator,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9234,Trilho DIN galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9235,Clips par cabo de aço,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9237,Canaleta PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9628,Cabo de cobre nu,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
9689,Adaptador de Tomada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9721,Joelho 90º Compressão PEAD,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9734,Camisa de proteção para bombas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9754,Refletor Led,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9818,Painel refletor ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9826,Caixa de Comando,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9835,Caixa de  Poliéster revestida com fibra de vidro,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9845,Terminal,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9846,Religador Automatico Trifásico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9847,Cabo Unipolar de Alumínio  ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
9849,Medidor de Energia,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9853,Cabo Isolado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
9856,Programador de Horário,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9857,Relé de Impulso,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9859,Interruptor,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9995,Roldana de porcelana,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9996,Parafuso pr160 galvanizado para suporte,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10001,Laço pré-formado para cabo 16mm alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10002,Miscelâneas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10076,"Tubo eletroduto metálico, conforme ABNT NBR 5597, NBR 5598, NBR 5624, NBR 13057",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10086,"Eletroduto PEAD, corrugado, conforme ABNT NBR 13897/13898 e 14693",2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10087,Fita subterrânea ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10090,Cabo de cobre,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10174,Materiais elétricos,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10191,Fita PP,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10192,Fita PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10273,Rack,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10289,Motogerador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10300,Balde para aterramento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10380,Fixador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10381,Fio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10399,Instalações elétricas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
10536,Redução para eletroduto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10539,Bloco de distribuição modular,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10547,Cabo paralelo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10563,Chave de transferência,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10564,Dispositivo de proteção contra surto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10565,Lençol borracha isolante,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10567,Sela porcelana,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10568,Taco,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10604,Materiais faturamento direto - Elétrica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10685,Materiais de infraestrutura civil e eletromecânica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10707,Dispositivo de suspensão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10743,Iluminação cênica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10755,Regulador de Pressão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10786,Chave submersível,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10829,Tee genérico (eletrocalha),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10830,Curva (eletrocalha),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10831,Eletrocalha,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10832,Tampa (eletrocalha),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10833,Divisória (eletrocalha),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
10834,Emenda (eletrocalha),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10835,Protetor montante,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10836,Emenda mangueira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10837,Caixa em PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10863,Tampa de acabamento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10864,Suporte de tomada,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10865,Chave alavanca,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10880,Molde para poste,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10950,Fonte,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10957,Emenda,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10979,Pressostato,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10981,Organizador de cabo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11040,Perfil,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11263,Barra chata,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11264,Fita de led,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
11313,Cabo fibra óptica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
11386,Painel de Led,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11388,Exaustor para banheiro,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11442,Receptaculo,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11444,Bucha,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11466,Spot LED,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11472,Acessórios para luminárias,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11569,Adaptador cunha,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11570,Afastador de rede elétrica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11571,Chave faca,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11572,Conector cunha,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11573,Conjunto de aterramento,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11577,Laço pré-formado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11578,Olhal para parafuso,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11579,Porca olhal,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11582,Chave Fusível ,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11593,Passador de fio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
11601,Chave fecho,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11690,Painel de alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11695,Estação de recarga elétrica de veículos,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
11793,Acabamentos elétricos,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11828,Perfil de silicone flexível para LED,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
12222,Instalações Elétricas e Equipamentos - Macromedidores,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12244,Montagem Eletromecânica - EEE,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12250,Painel de Comando (QCEE) - EEE,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12257,Infraestrutura - Tubulações Enterradas - DN50 - Rede Elétrica  Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12261,Infraestrutura - Tubulações e Caixas Enterradas - Rede Elétrica  Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12262,Infraestrutura - Tubulações Enterradas - DN75 - Rede Elétrica  Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12265,Infraestrutura - Tubulações Enterradas - DN100 - Rede Elétrica  Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12268,Infraestrutura - Tubulações Enterradas - DN150 - Rede Elétrica  Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12275,Cabeamento Estruturado e Conexões - Rede Elétrica  Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12278,Transformadores - Rede Elétrica Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12283,Subestação Transformadora,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12286,QGBT (Quadro Geral de Baixa Tensão),2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12289,Interligação entre Subestação e QGBT,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12291,Luminárias Condominiais,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12294,Rede de Iluminação e Acabamentos - Postes e Balizadores - Rede Elétrica  Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12397,Instalações Hidráulicas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
12476,Gerador de Energia,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12477,Disjuntor Motorizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,cj
12604,Materiais para Instalações Elétricas e Comunicação - Subestação Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12636,Loadbreak,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12918,Torre de Tomadas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12938,Calha de tomadas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12988,Canaleta Elétrica em Alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
12989,Tampa de Canaleta Elétrica em Alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
13020,Autotransformador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
13760,Iluminação de Heliponto,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
13772,Sistema de Interligação,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
1937,Cabo CFTV,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8130,Cabo telefônico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8496,Sistema CFTV e interfonia,2,Materiais,2.01.06.01,Serviços de Terceiros,vb
8499,Sistema de alarme - fornecimento e instalação,2,Materiais,2.01.06.01,Serviços de Terceiros,vb
8532,Cinta circular em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8539,Cabo de cobre nu,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,kg
8550,Isolador,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10473,Câmera de segurança,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
10753,Segurança patrimonial,2,Materiais,2.01.06.05,Vigilância e Monitoramento,vb
10845,Materiais telefonia,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
10949,Caixa organizadora para CFTV,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
11764,Cabo de fibras óticas,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
11774,Cabo ,2,Materiais,2.02.05.04.06,Insumos de Informática,un
11833,Radar Perimetral e acessório,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
12298,Infraestrutura - Tubulações Enterradas - DN40 - Rede de Telefonia Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12301,Infraestrutura - Tubulações Enterradas - DN50 - Rede de Telefonia Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12304,Infraestrutura - Tubulações Enterradas - DN63 - Rede de Telefonia Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12307,Infraestrutura - Caixas Enterradas - Rede de Telefonia Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12310,Cabeamento Estruturado e Conexões - Rede de Telefonia Urb.,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12313,Sistema de Segurança - Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12316,Sistema de Segurança Perimetral - Urbanização,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,vb
12398,Instalações de rede lógica,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m2
12936,DS-KAB673-FBQR-3057700850 - módulo biometrua &QR & bluetooth para K1,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2520,Caixa de controle e manobra para gás,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2524,Caixa emergência acionamento de bomba,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2526,Caixa para extintor alumínio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2535,Chave storz,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2615,Porta metálica para caixa embutir,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2631,Suporte meia lua para caixa,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2637,Tampa de incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2666,Visor com adesivo para caixa,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
2671,Tela quebra chama,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
4309,Adaptador para bico em CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
4526,Tubo CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
4757,Cap CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
4835,Conector macho CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
4881,Cruzeta CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
4970,Flange CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
5065,Joelho 90° adaptador para bico em CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
5244,Luva CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
5307,Luva de transição CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
5473,Tê adaptador para bico em CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
5490,Tê CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
5497,Tê de ampliação CPVC incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8367,Barra antipânico,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8422,Mangueira de incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8423,Extintor,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8448,Esguicho,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8450,Abrigo para mangueira de incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8451,Sprinkler,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8452,Adaptador em latão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8453,Anel de expansão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8457,Hidrante,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8460,Iluminação de emergência,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8467,Mangueira para gás,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8469,Joelho 90º em polipropileno,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8473,Manômetro,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8477,Redução tipo storz,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8480,Registro de gás,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8483,Tampão,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8486,União tipo storz,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8504,Alça em aço galvanizado,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8506,Caixa para hidrante,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8507,Caixa 5 entradas - PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8508,Caixa para mangueira,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8509,Alarme e dispositivos,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8510,Mangotinho,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8512,Eletroduto PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,m
8515,Tela de ventilação permanente,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8516,Tampa PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8517,Abraçadeira PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8518,Cotovelo 90º PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8519,Suporte extintor,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8521,Curva 90º PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8522,Luva PVC,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8523,Detector óptico de fumaça,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
8587,Recarga para Extintor de Incêndio,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
9151,Adaptador Storz,2,Materiais,2.01.07.01,Insumos Aplicados à Obra,un
