codigo,descricao,ref_grupo,grupo,cod_conta,conta_financeira,unidade
9130,"Mão de obra empreitada para plantio de árvore nativa média (altura entre 1,00m e 2,00 m)",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9132,"Mão de obra empreitada para plantio de árvore nativa alta (altura maior que 2,00 m)",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9135,"Mão de obra empreitada para poda de árvores com diâmetro entre 0,20m e 0,40m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9136,"Mão de obra empreitada para poda de árvores com diâmetro entre 0,40m e 0,60m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9137,"Mão de obra empreitada para poda de árvores com diâmetro maior que 0,60m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9138,"Mão de obra empreitada para poda de árvores com diâmetro menor que 0,20m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9149,Serviço de limpeza de fossa,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9153,Execução de base de concreto para postes de iluminação ,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9158,Técnico de segurança terceirizado - Horas Extras,1,Mão de Obra,2.01.06.01,Serviços de Terceiros,h
9174,Supervisor de obra para campo de golfe,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9175,Serviço de gerenciamento para obra do campo de golfe,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
9176,Serviço de gerenciamento para viveiro de mudas,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
9177,Equipe de execução e manutenção do viveiro de mudas e grama,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
9178,Mão de obra avulsa para construção de campo de golfe,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
9179,Coordenador da obra do campo de golfe,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
9213,Mão de obra empreitada para execução de lastro de rachão,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9220,Mão de obra empreitada para execução de blocos para fundação dos postes - Altura 18 m,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9221,Mão de obra empreitada para execução de blocos para fundação dos postes - Altura 20 m,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9247,Operador de máquinas - Modelador do terreno / Shaper,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
9249,Mão de obra empreitada para execução de estaqueamento com trilhos metálicos,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9334,Mão de obra empreitada para pintura de mourões,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
9335,Mão de obra empreitada para execução de bancada de madeira,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
9351,"Mão de obra empreitada para assentamento de tubulação PEAD DN 63 mm, para rede de água",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9356,Mão de obra empreitada para execução de hidrante de coluna simples - para tubos PEAD DN 90 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9357,Mão de obra empreitada para execução de hidrante de coluna simples - para tubos PEAD DN 110 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9358,Mão de obra empreitada para execução de hidrante de coluna simples - para tubos PEAD DN 160 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9365,Mão de obra empreitada para execução de conjunto de manobra DN 63 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9366,Mão de obra empreitada para execução de conjunto de descarga DN 63 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9372,Mão de obra empreitada para instalação de cavalete completo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9412,"Mão de obra empreitada para execução de biovaleta trapezoidal 0,50 x 1,20 x 0,35 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9413,"Mão de obra empreitada para execução de biovaleta trapezoidal 0,60 x 1,40 x 0,40 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9414,"Mão de obra empreitada para execução de biovaleta trapezoidal 0,80 x 1,80 x 0,50 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9423,Mão de obra empreitada para execução de lançamento (muro ala) - DN 400mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9441,Mão de obra empreitada para instalação de tubos PEAD para drenagem - DN 300 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9443,Mão de obra empreitada para instalação de tubos PEAD para drenagem - DN 400 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9533,Mão de obra empreitada para colocação de poço de inspeção em em concreto pré-moldado para esgoto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9534,Mão de obra empreitada para colocação de poço de visita em em concreto pré-moldado para esgoto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9535,Mão de obra empreitada para colocação de poço de visita em em concreto pré-moldado para drenagem,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9567,Mão de obra empreitada para escoramento de vala tipo descontínuo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
9569,Mão de obra empreitada para bota-fora de materiais das valas,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9570,"Mão de obra empreitada para assentamento de tubulação PEAD DN 90 mm, para rede de água",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9571,"Mão de obra empreitada para assentamento de tubulação PEAD DN 110 mm, para rede de água",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9572,"Mão de obra empreitada para assentamento de tubulação PEAD DN 160 mm, para rede de água",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9573,"Mão de obra empreitada para assentamento de tubulação PEAD DN 225 mm, para rede de água",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9579,Mão de obra empreitada para execução de conjunto de manobra DN 90 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9581,Mão de obra empreitada para execução de conjunto de manobra DN 110 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9582,Mão de obra empreitada para execução de conjunto de manobra DN 160 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9583,Mão de obra empreitada para execução de conjunto de manobra DN 180 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9587,Mão de obra empreitada para execução de conjunto de descarga DN 90 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9588,Mão de obra empreitada para execução de conjunto de descarga DN 110 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9589,Mão de obra empreitada para execução de conjunto de descarga DN 160 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9590,Mão de obra empreitada para execução de conjunto de descarga DN 180 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9595,"Mão de obra empreitada para colocação de poço de inspeção em anéis de concreto para rede de esgoto - até 1,60m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9597,"Mão de obra empreitada para escavação mecanizada de valas em solo de 1ª categoria até 1,50 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9598,"Mão de obra empreitada para escavação mecanizada de valas em solo de 1ª categoria de 1,50 a 2,50 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9599,"Mão de obra empreitada para escavação mecanizada de valas em solo de 1ª categoria de 2,50 a 3,50 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9600,"Mão de obra empreitada para escavação mecanizada de valas em solo de 1ª categoria de 3,50 a 4,50 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9601,"Mão de obra empreitada para escavação mecanizada de valas em solo de 1ª categoria de 4,50 a 5,50 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9602,"Mão de obra empreitada para escavação mecanizada de valas em solo de 2ª e 3ª categoria até 2,00 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9660,Mão de obra empreitada para instalação de tubos PEAD para rede de gás - DN 125 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9661,Mão de obra empreitada para instalação de tubos PEAD para rede de gás - DN 63 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9666,Mão de obra empreitada para instalação de conexões PEAD para rede de gás,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9672,Mão de obra empreitada para execução de abrigo de alvenaria para ERMU,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9686,Mão de obra empreitada para execução da fundação rasa - Starter,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9688,Mão de obra empreitada para execução da fundação rasa - Apoio,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9691,Mão de obra empreitada para execução da fundação rasa - Gourmet,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
9700,Execução de cascata,1,Mão de Obra,2.01.06.01,Serviços de Terceiros,un
9715,"Serviço de Instalação, Execução e Verificação de Sistema de Irrigação",1,Mão de Obra,2.01.06.01,Serviços de Terceiros,vb
9736,Mão de obra para concretagem - Cascata,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9750,Mão de obra para execução da cascata,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9756,Mão de obra empreitada para escavação mecanizada de valas (Gás) - m3,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9757,Mão de obra empreitada para execução de compactação mecanizada de valas (Gás),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9758,Mão de obra empreitada para execução de reaterro e compactação mecanizado de valas com material da própria vala (Gás),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9759,Mão de obra empreitada para bota-fora de materiais das valas (Gás),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
9762,Mão de obra empreitada para instalação de tubos PEAD para rede de gás - DN 32 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9764,Mão de obra empreitada para execução da fundação rasa - Esc. Golf,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9766,Mão de obra empreitada para execução de blocos para fundação dos postes - Driving Range,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9811,Mão de obra para instalação de manta geomembrana,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m²
9820,Mão de obra empreitada para instalação de  cerca elétrica,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9852,Mão de obra empreitada para pintura metálica ,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
9863,Mão de obra empreita para assentamento de tubo PVC ocre para esgoto - DN 200 mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9904,"Mão de obra empreitada para execução de biovaleta trapezoidal 1,00 x 1,90 x 0,45m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9905,"Mão de obra empreitada para execução de biovaleta trapezoidal 0,40 x 1,30 x 0,45m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
9906,"Mão de obra empreitada para execução de biovaleta trapezoidal 0,30 x 0,30 x 0,90m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10054,Mão de obra para assentamento da vaso sanitário,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10099,"Mão de obra empreitada para colocação de tela revestida em pvc (h= 1,02m)",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10106,"Mão de obra empreitada para colocação de tela em aço - módulo de 3m - h=0,80m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10111,"Mão de obra empreitada para colocação de tela em pvc - 1.1/2"" - h=4m - m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10117,Mão de obra empreitada para execução de dreno profundo com tubo PEAD - Green,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10121,Mão de obra para execução de lastro de brita - Campo de golfe,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10133,Mão de obra para serviço de tornearia,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10137,Mão de obra para fabricação plantador de grama,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10143,Mão de obra para arborização,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10146,Mão de obra empreitada para execução estrutura de concreto armado - (fundação),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10149,Tradutor de línguas estrangeiras ,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10150,Head pro,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10152,Mão de obra empreitada para instalação de conexões para rede de água potável,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10156,Mão de obra empreitada para execução de conjunto de manobra DN 225mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10157,Mão de obra empreitada para execução de conjunto de descarga DN 225mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10158,"Mão de obra empreitada para assentamento de tubulação PEAD DN 200 mm, para rede de água",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10163,Mão de obra empreitada para assentamento de tubulação PEAD DN 63 mm - rede de esgoto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10164,Mão de obra empreitada para assentamento de tubulação PEAD DN 160 mm - rede de esgoto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10165,Mão de obra empreitada para assentamento de tubulação PEAD DN 200 mm - rede de esgoto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10166,Mão de obra empreitada para assentamento de tubulação PEAD DN 75 mm - rede de esgoto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10167,Mão de obra empreitada para assentamento de tubulação PEAD DN 90 mm - rede de esgoto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10168,Mão de obra empreitada para assentamento de tubulação PEAD DN 110 mm - rede de esgoto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10180,Mão de obra empreitada para colocação de poço de visita em anéis de concreto para rede de esgoto - altura variável,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10182,Mão de obra empreitada para execução da fundação rasa,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10195,Mão de obra empreitada para execução de lançamento (muro ala) - jardim de chuva,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10196,Mão de obra para instalação de tubo em concreto PA2 - DN 400mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10197,Mão de obra para instalação de tubo em concreto PA2 - DN 600mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10198,Mão de obra para instalação de tubo em concreto PA2 - DN 800mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10199,Mão de obra para instalação de tubo em concreto PA2 - DN 1000mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10201,Mão de obra para instalação de porta de madeira,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10206,"Mão de obra para execução de berço em concreto armado, com telas em aço",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m²
10208,"Mão de obra empreitada para execução de base em BGS, compactado 100% P.M.",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10209,Mão de obra empreitada para execução de imprimação com asfalto diluído - impermeabilização,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10210,Mão de obra empreita para execução de concreto betuminoso usinado a quente (CBUQ) - BINDER,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,t
10211,Mão de obra empreita para execução de concreto betuminoso usinado a quente (CBUQ),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,t
10212,Mão de obra empreitada para execução de dreno de pavimento - solo,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10213,Mão de obra empreitada para execução de dreno de pavimento - rocha,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10214,Mão de obra empreitada para execução de dreno de pavimento - ligação,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10215,Mão de obra empreitada para execução de berço em areia,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10216,Mão de obra empreitada para assentamento de bloco intertravado ,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10217,Mão de obra empreitada para execução de guias e sarjetas extrusadas,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10219,Mão de obra empreitada para instalação de placas de sinalização de obras - provisório (Mat + MO) ,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10220,Mão de obra empreitada para transporte de material de 1ª categoria,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10221,Mão de obra empreitada para fresagem de pavimento,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10222,Mão de obra empreitada para transporte de material de fresagem,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10223,Mão de obra empreitada para execução de sarjeta de canteiro central - SSC 03,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10224,Mão de obra para execução de caixa de ligação e passagem - CLP 03,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10225,Mão de obra para execução de caixa coletora de sarjeta com gelha de ferro - CSS01,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10226,Mão de obra empreitada para execução de descida d'água de aterro tipo rápido - DAR 01,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10227,Mão de obra para execução de vala de proteção de aterro - VPA 01,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10228,Mão de obra para execução boca de saída em concreto - BSD03,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10229,Mão de obra para execução de sarjeta triangular de grama - STG,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10230,Mão de obra para execução de gárgula de concreto simples,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10231,Mão de obra para execução de gárgula de concreto dupla,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10232,Mão de obra para instalação de tubo em concreto PA2 - DN 1500mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10233,Mão de obra empreitada para execução de lançamento (muro ala) - DN 600mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10234,Mão de obra empreitada para execução de lançamento (muro ala) - DN 800mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10235,Mão de obra empreitada para execução de lançamento (muro ala) - DN 1000mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10236,Mão de obra empreitada para execução de lançamento (muro ala) - DN 1500mm,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10237,Mão de obra empreitada para demolições de elementos de concreto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10238,Mão de obra para execução de microfresagem,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10239,Mão de obra para execução de barreira new jersey,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10240,Mão de obra para execução de meio fio (MFC-05),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10241,Mão de obra para demolição de meio fio,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10242,Mão de obra para execução de passeio em concreto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10243,Mão de obra empreitada para demolição de passeio em concreto,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10244,Mão de obra para execução de piso tátil projetado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10275,Mão de obra empreitada para instalação da segurança e automação,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10278,Mão de obra empreitada para pintura em paredes (internas e externas) - 2 demãos,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10279,Mão de obra empreitada para execução estrutura de concreto armado - (superestrutura) - m3,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10280,Mão de obra empreitada para chapisco externo e interno em paredes,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10281,Mão de obra empreitada para reboco externo e interno em paredes,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10282,Mão de obra empreitada para emboço externo e interno em paredes,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10293,Empreitada de serviços gerais,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10294,Empreitada de serviços semi profissional,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10295,Empreitada de serviços especializados - construção civil,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10296,Empreitada de serviços especializados - carpintaria,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10297,Empreitada de serviços especializados - abastecimento,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10298,Empreitada de serviços especializados - jardinagem,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,mes
10301,Empreitada de serviços gerais,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10302,Empreitada de serviços semi profissional,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10303,Empreitada de serviços especializados - construção civil,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10304,Empreitada de serviços especializados - carpintaria,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10305,Empreitada de serviços especializados - abastecimento,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10306,Empreitada de serviços especializados - jardinagem,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,h
10317,Mão de obra empreitada para instalação de vidro,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10333,Mão de obra empreitada para instalação de churrasqueira - Aço inox,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10340,Mão de obra para execução de gabião,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10342,Mão de obra empreitada para execução da estrutura de drywall,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10343,Mão de obra empreitada para execução da estrutura de light steel frame,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10382, Mão de obra empreita para concretagem - Cart Path,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10446,Mão de obra para montagem de móveis,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10455,Mão de obra empreitada para escavação e regularização mecanizada de valas,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10456,"Mão de obra empreitada para assentamento de galeria de concreto 3,00 x 1,00 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10460,Mão de obra empreitada para pintura automotiva,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10464,"Mão de obra para execução de PVAP com blocos de concreto preenchido, dimensões internas 1000x1000mm",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10465,"Mão de obra para execução de PVAP com blocos de concreto preenchido, dimensões internas 2000x2000mm",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10466,"Mão de obra para execução de caixa de passagem com blocos de concreto, dimensões internas 1000x1000mm",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10467,"Mão de obra para execução de caixa de passagem com blocos de concreto, dimensões internas 2000x2000mm",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10469,Mão de obra empreitada para execução de serviços de irrigação,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10472,Mão de obra empreitada para execução do lava rodas,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,vb
10479,Mão de obra empreitada para execução de muro pré-fabricado,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10481,"Mão de obra empreitada para execução de biovaleta trapezoidal 0,50 x 1,10 x 0,30 m",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10487,Mão de obra empreitada para execução de laje,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10488,Bonificação,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m3
10497,"Mão de obra para execução de caixa de retenção em concreto armado, dimensões internas h=1,50m x l=1,00m x C=4,00m, espessura de 15cm",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,un
10502,Mão de obra para colocação de Geotextil não tecido ,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m2
10503,Mão de obra empreitada para colocação de piso porcelanato 45º (meia esquadria),1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10514,Mão de obra empreitada para aplicação de palstificante em pisos e paredes,1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,l
10515,"Mão de obra empreitada para Instalação de tela alambrado, revestido em PVC, 1,02 x 25m, com tubo metálico",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
10516,"Mão de obra empreitada para Instalação de tela alambrado, revestido em PVC, 1,52 x 25m, com tubo metálico",1,Mão de Obra,2.01.06.02,Empreitada de Mão de Obra Terceiros,m
